Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
2070476,"The Fart Party, Vol. 1",Julia Wertz,"Wertz, Julia",,"=""0978656938""","=""9780978656935""",4,4.08,Atomic Book Company,Paperback,175,2007,2006,2014/02/09,2014/02/09,"comix, library","comix (#74), library (#22)",read,,,,,,,0,,,,,
18624269,If on a winter's night a traveler,Italo Calvino,"Calvino, Italo",William Weaver,"=""""","=""""",0,4.08,Mariner Books,Kindle Edition,278,2012,1979,,2014/02/09,to-read,to-read (#429),to-read,,,,,,,0,,,,,
527747,"The Wonderful Flight to the Mushroom Planet (Mushroom Planet, #1)",Eleanor Cameron,"Cameron, Eleanor",,"=""0316125407""","=""9780316125406""",0,4.01,"Little, Brown Books for Young Readers",Paperback,195,1988,1954,,2014/02/03,"childrens, scifi","childrens (#7), scifi (#115)",read,,,,,,,0,,,,,
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",5,4.39,Crown,Hardcover,369,2014,2014,2014/11/24,2014/02/03,"scifi, kindle","scifi (#114), kindle (#9)",read,,,,,,,0,,,,,
13449631,"White Space (Dark Passages, #1)",Ilsa J. Bick,"Bick, Ilsa J.",,"=""""","=""""",0,3.25,Egmont USA,Kindle Edition,560,2014,2014,,2014/02/03,to-read,to-read (#428),to-read,,,,,,,0,,,,,
18169712,Three Souls,Janie Chang,"Chang, Janie",,"=""1443423904""","=""9781443423908""",0,4.07,HarperCollins Canada,Paperback,439,2013,2013,,2014/02/03,to-read,to-read (#427),to-read,,,,,,,0,,,,,
17910112,The Waking Engine,David Edison,"Edison, David",,"=""0765334860""","=""9780765334862""",0,3.15,Tor Books,Hardcover,400,2014,2014,,2014/02/03,"to-read, scifi","to-read (#426), scifi (#113)",to-read,,,,,,,0,,,,,
17864397,Kabu Kabu,Nnedi Okorafor,"Okorafor, Nnedi","Whoopi Goldberg, Alan Dean Foster","=""160701405X""","=""9781607014058""",0,3.91,Prime Books,Paperback,264,2013,2013,,2014/01/30,"scifi, to-read","scifi (#128), to-read (#559)",to-read,,,,,,,0,,,,,
11693,The White Castle,Orhan Pamuk,"Pamuk, Orhan",Victoria Holbrook,"=""0571164668""","=""9780571164660""",4,3.43,Faber and Faber,Paperback,161,2000,1985,2014/02/19,2014/01/28,"turkish, library","turkish (#1), library (#18)",read,,,,,,,0,,,,,
18553,"The Cay (The Cay, #1)",Theodore Taylor,"Taylor, Theodore",,"=""044022912X""","=""9780440229124""",4,3.73,Laurel Leaf,Paperback,156,2003,1969,,2014/01/28,childrens,childrens (#6),read,,,,,,,0,,,,,
18131,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""0440498058""","=""9780440498056""",5,4.04,Yearling Books,Paperback,211,1973,1962,,2014/01/28,"childrens, scifi","childrens (#5), scifi (#112)",read,,,,,,,0,,,,,
816752,"The Castle in the Attic (The Castle in the Attic, #1)",Elizabeth Winthrop,"Winthrop, Elizabeth",,"=""0440409411""","=""9780440409410""",4,3.96,Yearling,Paperback,179,1994,1985,,2014/01/28,childrens,childrens (#4),read,,,,,,,0,,,,,
370493,The Giving Tree,Shel Silverstein,"Silverstein, Shel",,"=""0060256656""","=""9780060256654""",5,4.38,HarperCollins Publishers,Hardcover,64,1964,1964,,2014/01/28,childrens,childrens (#3),read,,,,,,,0,,,,,
30118,A Light in the Attic,Shel Silverstein,"Silverstein, Shel",,"=""0060513063""","=""9780060513061""",5,4.34,Harpercollins Childrens Books,Hardcover,176,2002,1981,,2014/01/28,childrens,childrens (#2),read,,,,,,,0,,,,,
30119,Where the Sidewalk Ends,Shel Silverstein,"Silverstein, Shel",,"=""0060513039""","=""9780060513030""",5,4.28,Harpercollins Childrens Books,Hardcover,176,2002,1974,,2014/01/28,childrens,childrens (#1),read,,,,,,,0,,,,,
414999,Childhood's End,Arthur C. Clarke,"Clarke, Arthur C.",,"=""0345347951""","=""9780345347954""",0,4.09,Del Rey,Mass Market Paperback,224,1987,1953,,2014/01/28,"to-read, scifi","to-read (#425), scifi (#111)",to-read,,,,,,,0,,,,,
72012,The Future of Ideas: The Fate of the Commons in a Connected World,Lawrence Lessig,"Lessig, Lawrence",,"=""0375726446""","=""9780375726446""",4,3.97,Vintage,Paperback,384,2002,2001,2014/02/13,2014/01/27,"information-studies, law","information-studies (#63), law (#15)",read,,,,,,,0,,,,,
198462,"Cerebus (Cerebus, #1)",Dave Sim,"Sim, Dave",,"=""0919359086""","=""9780919359086""",2,3.69,Aardvark-Vanheim,Paperback,534,1991,1987,,2014/01/27,"comix, abandoned","comix (#73), abandoned (#9)",abandoned,,,,,,,0,,,,,
3299039,Human Enhancement,Julian Savulescu,"Savulescu, Julian",Nick Bostrom,"=""0199299722""","=""9780199299720""",0,4.11,"Oxford University Press, USA",Hardcover,423,2009,2009,,2014/01/23,to-read,to-read (#421),to-read,,,,,,,0,,,,,
18691098,"Snowpiercer, Vol. 1: The Escape",Jacques Lob,"Lob, Jacques","Jean-Marc Rochette, Virginie Selavy","=""1782761330""","=""9781782761334""",4,3.25,Titan Comics,Hardcover,110,2014,1984,2014/02/08,2014/01/23,"comix, scifi","comix (#72), scifi (#110)",read,,,,,,,0,,,,,
11250317,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""1408816032""","=""9781408816035""",0,4.26,Bloomsbury Publishing,Hardcover,352,2011,2011,,2014/01/19,to-read,to-read (#420),to-read,,,,,,,0,,,,,
17991747,INFOMANIACS,Matthew Thurber,"Thurber, Matthew",,"=""1939799082""","=""9781939799081""",0,4.06,"Picturebox, Inc.",Hardcover,192,2013,2013,,2014/01/17,"to-read, comix","to-read (#419), comix (#71)",to-read,,,,,,,0,,,,,
16291874,Fall Guy for Murder and Other Stories,Johnny Craig,"Craig, Johnny",Gary Groth,"=""1606996584""","=""9781606996584""",0,4.18,Fantagraphics,Hardcover,196,2013,2012,,2014/01/17,"to-read, comix","to-read (#418), comix (#70)",to-read,,,,,,,0,,,,,
17465735,RASL,Jeff Smith,"Smith, Jeff",,"=""1888963379""","=""9781888963373""",0,3.75,Cartoon Books,Hardcover,468,2013,2013,,2014/01/17,"to-read, comix","to-read (#417), comix (#69)",to-read,,,,,,,0,,,,,
6913918,The Arabian Nights,Anonymous,"Anonymous, Anonymous",Richard Francis Burton,"=""1435114884""","=""9781435114883""",0,4.06,Barnes & Noble,Leather Bound,735,2009,800,,2014/01/15,to-read,to-read (#422),to-read,,,,,,,0,,,,,
223379,The Merchant and the Alchemist's Gate,Ted Chiang,"Chiang, Ted",,"=""1596061006""","=""9781596061002""",0,4.24,Subterranean Press,Hardcover,60,2007,2007,,2014/01/13,"to-read, scifi","to-read (#416), scifi (#108)",to-read,,,,,,,0,,,,,
18693669,The Organized Mind: Thinking Straight in the Age of Information Overload,Daniel J. Levitin,"Levitin, Daniel J.",,"=""052595418X""","=""9780525954187""",0,3.69,Dutton,Hardcover,528,2014,2014,,2014/01/10,to-read,to-read (#415),to-read,,,,,,,0,,,,,
17736859,"The Story of the Human Body: Evolution, Health, and Disease",Daniel E. Lieberman,"Lieberman, Daniel E.",,"=""0307907414""","=""9780307907417""",0,4.20,Vintage,ebook,480,2013,2013,,2014/01/10,to-read,to-read (#414),to-read,,,,,,,0,,,,,
11140803,American Nations: A History of the Eleven Rival Regional Cultures of North America,Colin Woodard,"Woodard, Colin",,"=""0670022969""","=""9780670022960""",0,4.17,Viking,Hardcover,371,2011,2011,,2014/01/10,to-read,to-read (#413),to-read,,,,,,,0,,,,,
25179,Blankets,Craig Thompson,"Thompson, Craig",,"=""1891830430""","=""9781891830433""",5,4.06,Top Shelf Productions,Paperback,592,2003,2003,2014/01/05,2014/01/06,,,read,,,,,,,0,,,,,
5498569,Being Human: Historical Knowledge and the Creation of Human Nature,Roger Smith,"Smith, Roger",,"=""0231141661""","=""9780231141666""",0,3.50,Columbia University Press,Hardcover,288,2007,2007,,2014/01/03,to-read,to-read (#412),to-read,,,,,,,0,,,,,
969415,Citizen 13660,Mine Okubo,"Okubo, Mine",,"=""0295959894""","=""9780295959894""",4,3.91,University of Washington Press,Paperback,226,1983,1946,2014/01/02,2014/01/02,library,library (#25),read,,,,,,,0,,,,,
2439336,Alive in Necropolis,Doug Dorst,"Dorst, Doug",,"=""1594489874""","=""9781594489877""",0,3.26,Riverhead Hardcover,Hardcover,437,2008,2008,,2013/12/23,"to-read, fantasy","to-read (#411), fantasy (#28)",to-read,,,,,,,0,,,,,
17860739,S.,J.J. Abrams,"Abrams, J.J.",Doug Dorst,"=""0316201642""","=""9780316201643""",0,3.83,Mulholland Books,Hardcover,456,2013,2013,,2013/12/23,to-read,to-read (#410),to-read,,,,,,,0,,,,,
49715,BUtterfield 8,John O'Hara,"O'Hara, John",Fran Lebowitz,"=""0812966988""","=""9780812966985""",0,3.60,Modern Library,Paperback,256,2003,1935,,2013/12/23,"to-read, american","to-read (#409), american (#52)",to-read,,,,,,,0,,,,,
13642710,"Nexus (Nexus, #1)",Ramez Naam,"Naam, Ramez",,"=""0857662937""","=""9780857662934""",0,4.05,Angry Robot,Paperback,460,2012,2012,,2013/12/21,"to-read, scifi","to-read (#408), scifi (#107)",to-read,,,,,,,0,,,,,
599841,Selected Writings,John Ruskin,"Ruskin, John",,"=""0192802623""","=""9780192802620""",0,3.86,"Oxford University Press, USA",Paperback,323,2004,1972,,2013/12/20,to-read,to-read (#407),to-read,,,,,,,0,,,,,
239562,The Confidence Man: His Masquerade,Herman Melville,"Melville, Herman","Hershel Parker, Mark Niemeyer","=""039397927X""","=""9780393979275""",0,3.69,W. W. Norton & Company,Paperback,505,2006,1857,,2013/12/20,"to-read, american","to-read (#406), american (#51)",to-read,,,,,,,0,,,,,
15798335,"Scatter, Adapt, and Remember: How Humans Will Survive a Mass Extinction",Annalee Newitz,"Newitz, Annalee",,"=""0385535910""","=""9780385535915""",0,3.49,Doubleday,Hardcover,305,2013,2013,,2013/12/10,to-read,to-read (#405),to-read,,,,,,,0,,,,,
61903,"Shards of Honour  (Vorkosigan Saga, #1)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""0743468422""","=""9780743468428""",0,4.13,Earthlight,Paperback,253,2003,1986,,2013/12/09,"to-read, scifi","to-read (#404), scifi (#106)",to-read,,,,,,,0,,,,,
46756,Oryx and Crake,Margaret Atwood,"Atwood, Margaret",,"=""0385721676""","=""9780385721677""",0,3.99,Anchor,Paperback,400,2004,2003,,2013/12/09,"to-read, scifi","to-read (#403), scifi (#105)",to-read,,,,,,,0,,,,,
17333324,Ancillary Justice (Imperial Radch #1),Ann Leckie,"Leckie, Ann",,"=""031624662X""","=""9780316246620""",5,3.97,Orbit,Paperback,386,2013,2013,2016/03/11,2013/12/09,"scifi, audio-book, library","scifi (#104), audio-book (#10), library (#97)",read,,,,,,,0,,,,,
14781178,American Elsewhere,Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""0316200204""","=""9780316200202""",0,3.79,Orbit,Paperback,662,2013,2013,,2013/12/09,"to-read, scifi","to-read (#402), scifi (#103)",to-read,,,,,,,0,,,,,
13641105,"Parasite (Parasitology, #1)",Mira Grant,"Grant, Mira",,"=""0316218952""","=""9780316218955""",0,3.65,Orbit,Hardcover,504,2013,2013,,2013/12/09,"to-read, scifi","to-read (#401), scifi (#102)",to-read,,,,,,,0,,,,,
13573419,Great North Road,Peter F. Hamilton,"Hamilton, Peter F.",,"=""034552666X""","=""9780345526663""",0,4.05,Del Rey,Hardcover,948,2013,2012,,2013/12/09,"to-read, scifi","to-read (#400), scifi (#101)",to-read,,,,,,,0,,,,,
16073073,The Daedalus Incident (Daedalus #1),Michael J.  Martinez,"Martinez, Michael J.",,"=""159780472X""","=""9781597804721""",0,3.66,Night Shade Books,Paperback,400,2013,2013,,2013/12/09,"to-read, scifi","to-read (#399), scifi (#100)",to-read,,,,,,,0,,,,,
8855321,"Leviathan Wakes (Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",0,4.18,Orbit,Paperback,561,2011,2011,,2013/12/09,"to-read, scifi","to-read (#398), scifi (#99)",to-read,,,,,,,0,,,,,
17131859,Conservation of Shadows,Yoon Ha Lee,"Lee, Yoon Ha",Aliette de Bodard,"=""1607013878""","=""9781607013877""",0,4.06,Prime Books,Paperback,288,2013,2013,,2013/12/09,"to-read, scifi","to-read (#397), scifi (#98)",to-read,,,,,,,0,,,,,
13000768,Sandcastle,Pierre Oscar Lévy,"Lévy, Pierre Oscar",Frederik Peeters,"=""1906838380""","=""9781906838386""",0,3.68,SelfMadeHero,Hardcover,112,2013,2010,,2013/12/06,"to-read, comix","to-read (#396), comix (#68)",to-read,,,,,,,0,,,,,
16086005,Pachyderme,Frederik Peeters,"Peeters, Frederik",Edward Gauvin,"=""1906838607""","=""9781906838607""",0,3.56,Self Made Hero,Hardcover,88,2013,2009,,2013/12/06,"to-read, comix","to-read (#395), comix (#67)",to-read,,,,,,,0,,,,,
12179677,Hair Shirt,Pat McEown,"McEown, Pat",,"=""1906838275""","=""9781906838270""",0,3.29,SelfMadeHero,Hardcover,128,2013,2011,,2013/12/06,"to-read, comix","to-read (#394), comix (#66)",to-read,,,,,,,0,,,,,
177395,"Castle Waiting, Vol. 1 (Castle Waiting Omnibus Collection, #1)",Linda Medley,"Medley, Linda",Jane Yolen,"=""1560977477""","=""9781560977476""",0,3.98,Fantagraphics Books,Hardcover,457,2006,2006,,2013/12/06,"to-read, comix","to-read (#393), comix (#65)",to-read,,,,,,,0,,,,,
13505670,Krampus: The Yule Lord,Brom,"Brom, Brom",,"=""006209565X""","=""9780062095657""",3,4.09,Harper Voyager,Hardcover,357,2012,2012,2014/01/04,2013/12/06,fantasy,fantasy (#27),read,,,,,,,0,,,,,
12266560,Angelmaker,Nick Harkaway,"Harkaway, Nick",,"=""0307595951""","=""9780307595959""",4,3.94,Alfred A. Knopf,Hardcover,482,2012,2012,2013/12/26,2013/12/05,,,read,,,,,,,0,,,,,
18325120,Describing Data Patterns: A General Deconstruction of Metadata Standards,Jakob Voss,"Voss, Jakob",,"=""1490931864""","=""9781490931869""",0,4.00,Createspace,Paperback,286,2013,2013,,2013/12/02,"to-read, information-studies","to-read (#392), information-studies (#62)",to-read,,,,,,,0,,,,,
44905,Writing Down the Bones: Freeing the Writer Within,Natalie Goldberg,"Goldberg, Natalie",,"=""1590303164""","=""9781590303160""",0,4.17,Shambhala Publications,Paperback,312,2006,1986,,2013/11/30,"to-read, writing","to-read (#391), writing (#2)",to-read,,,,,,,0,,,,,
114817,"No Plot? No Problem!: A Low-Stress, High-Velocity Guide to Writing a Novel in 30 Days",Chris Baty,"Baty, Chris",,"=""0811845052""","=""9780811845052""",0,3.84,Chronicle Books,Paperback,176,2004,2004,,2013/11/30,"writing, abandoned","writing (#1), abandoned (#8)",abandoned,,,,,,,0,,,,,
76678,"The Currents of Space (Galactic Empire, #2)",Isaac Asimov,"Asimov, Isaac",,"=""0345311957""","=""9780345311955""",3,3.81,Del Rey,Mass Market Paperback,231,1983,1952,2013/11/23,2013/11/18,scifi,scifi (#96),read,,,,,,,0,,,,,
76689,"The Stars, Like Dust (Galactic Empire, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0345311949""","=""9780345311948""",3,3.72,Del Rey,Paperback,231,1983,1951,2013/11/17,2013/11/13,scifi,scifi (#95),read,,,,,,,0,,,,,
1797953,Colossus,D.F. Jones,"Jones, D.F.",,"=""0246643455""","=""9780246643452""",0,3.71,,,256,1966,1966,,2013/11/09,"to-read, scifi","to-read (#390), scifi (#94)",to-read,,,,,,,0,,,,,
6406129,"Yukikaze (Yukikaze, #1)",Chōhei Kambayashi,"Kambayashi, Chōhei",,"=""1421532557""","=""9781421532554""",0,3.81,Haikasoru,Paperback,317,2010,1984,,2013/11/09,"to-read, japanese, scifi","to-read (#389), japanese (#6), scifi (#93)",to-read,,,,,,,0,,,,,
2793976,Japan Sinks: A Novel about Earthquakes,Sakyo Komatsu,"Komatsu, Sakyo",,"=""4770020392""","=""9784770020390""",0,3.46,Kodansha,Paperback,224,1995,1973,,2013/11/09,"to-read, japanese, scifi","to-read (#388), japanese (#5), scifi (#92)",to-read,,,,,,,0,,,,,
12398195,100 Ideas That Changed Architecture,Richard Weston,"Weston, Richard",,"=""1856697320""","=""9781856697323""",0,3.67,Laurence King Publishing,Paperback,216,2011,2005,,2013/11/07,"to-read, architecture","to-read (#387), architecture (#5)",to-read,,,,,,,0,,,,,
14517546,100 Ideas that Changed Art,Michael Bird,"Bird, Michael",,"=""1856697959""","=""9781856697958""",0,3.68,Laurence King Publishing,Paperback,216,2012,2012,,2013/11/07,"to-read, art","to-read (#386), art (#10)",to-read,,,,,,,0,,,,,
13529440,100 Ideas that Changed Film,David Parkinson,"Parkinson, David",,"=""1856697932""","=""9781856697934""",0,3.56,Laurence King Publishing,Paperback,216,2012,2012,,2013/11/07,"to-read, film-tv","to-read (#385), film-tv (#2)",to-read,,,,,,,0,,,,,
13529441,100 Ideas That Changed Graphic Design,Steven Heller,"Heller, Steven",Veronique Vienne,"=""1856697940""","=""9781856697941""",0,3.90,Laurence King Publishing,Paperback,216,2012,2012,,2013/11/07,"to-read, design","to-read (#384), design (#15)",to-read,,,,,,,0,,,,,
6040506,Tales of Mystery and Imagination,Edgar Allan Poe,"Poe, Edgar Allan",Harry Clarke,"=""1606600044""","=""9781606600047""",0,4.17,Calla Editions,Hardcover,413,2008,1849,,2013/10/29,"horror, halloween, to-read","horror (#7), halloween (#1), to-read (#423)",to-read,,,,,,,0,,,,,
108583,The Corporation: The Pathological Pursuit of Profit and Power,Joel Bakan,"Bakan, Joel",,"=""0743247469""","=""9780743247467""",5,4.06,Free Press,Paperback,228,2005,2003,2013/11/12,2013/10/28,"business, economics, political-science, library","business (#3), economics (#19), political-science (#23), library (#27)",read,,,,,,,0,,,,,
734077,The Cultural Contradictions of Capitalism,Daniel Bell,"Bell, Daniel",,"=""0465014992""","=""9780465014996""",0,3.81,Basic Books,Paperback,363,1996,1976,,2013/10/25,"to-read, philosophy","to-read (#383), philosophy (#32)",to-read,,,,,,,0,,,,,
243804,Free Will,Gary Watson,"Watson, Gary",,"=""019925494X""","=""9780199254941""",0,3.79,"Oxford University Press, USA",Paperback,472,2003,1982,,2013/10/25,"to-read, philosophy","to-read (#382), philosophy (#31)",to-read,,,,,,,0,,,,,
6372440,This Time Is Different: Eight Centuries of Financial Folly,Carmen M. Reinhart,"Reinhart, Carmen M.",Kenneth Rogoff,"=""0691142165""","=""9780691142166""",0,3.77,Princeton University Press,Hardcover,460,2009,2009,,2013/10/25,"to-read, economics","to-read (#381), economics (#18)",to-read,,,,,,,0,,,,,
9378733,The Psychopath Test: A Journey Through the Madness Industry,Jon Ronson,"Ronson, Jon",,"=""1594488010""","=""9781594488016""",0,3.91,Riverhead Books,Hardcover,288,2011,2011,,2013/10/25,"to-read, psychology","to-read (#380), psychology (#2)",to-read,,,,,,,0,,,,,
257869,The Possibility of Altruism,Thomas Nagel,"Nagel, Thomas",,"=""0691020027""","=""9780691020020""",0,3.71,"Princeton University Press (Princeton, NJ)",Paperback,158,1979,1970,,2013/10/25,"to-read, philosophy","to-read (#379), philosophy (#30)",to-read,,,,,,,0,,,,,
7038758,Is the Rectum a Grave?: and Other Essays,Leo Bersani,"Bersani, Leo",,"=""0226043541""","=""9780226043548""",0,3.96,University Of Chicago Press,Paperback,224,2009,2009,,2013/10/25,"to-read, philosophy","to-read (#378), philosophy (#29)",to-read,,,,,,,0,,,,,
316480,Introductory Readings in the Philosophy of Science,Robert Hollinger,"Hollinger, Robert","A. David Kline, David Wÿss Rudge, A. David Klein, David Wyss Rudge","=""1573922404""","=""9781573922401""",0,3.65,Prometheus Books,Paperback,579,1998,1980,,2013/10/25,"to-read, physics, philosophy","to-read (#377), physics (#11), philosophy (#28)",to-read,,,,,,,0,,,,,
2559545,The Analysis of Matter,Bertrand Russell,"Russell, Bertrand",,"=""0851247407""","=""9780851247403""",0,4.24,Parkwest Publications,Paperback,418,2007,1954,,2013/10/25,"to-read, physics, philosophy","to-read (#376), physics (#10), philosophy (#27)",to-read,,,,,,,0,,,,,
18185545,Miracle Mile in Los Angeles: History and Architecture,Ruth Wallach,"Wallach, Ruth",,"=""1625846355""","=""9781625846358""",0,0.0,History Press (SC),ebook,128,2013,2013,,2013/10/22,"to-read, architecture, urban-studies","to-read (#375), architecture (#4), urban-studies (#5)",to-read,,,,,,,0,,,,,
8667848,"A Discovery of Witches (All Souls Trilogy, #1)",Deborah Harkness,"Harkness, Deborah",,"=""0670022411""","=""9780670022410""",2,3.99,Viking Penguin,Hardcover,579,2011,2011,,2013/10/21,"fantasy, abandoned","fantasy (#26), abandoned (#7)",abandoned,,,,,,,0,,,,,
160338,Ambient Findability: What We Find Changes Who We Become,Peter Morville,"Morville, Peter",,"=""0596007655""","=""9780596007652""",0,3.71,O'Reilly Media,Paperback,208,2005,2005,,2013/10/17,"to-read, information-studies","to-read (#374), information-studies (#61)",to-read,,,,,,,0,,,,,
13517138,Assholes: A Theory,Aaron James,"James, Aaron",,"=""0385535651""","=""9780385535656""",4,3.15,Doubleday,Hardcover,208,2012,2012,2013/10/25,2013/10/15,"philosophy, library","philosophy (#26), library (#29)",read,,,,,,,0,,,,,
9623348,Night of the Assholes,Kevin L. Donihe,"Donihe, Kevin L.",,"=""1936383225""","=""9781936383221""",0,3.80,Eraserhead Press,Paperback,175,2010,2010,,2013/10/14,to-read,to-read (#373),to-read,,,,,,,0,,,,,
18242176,On Dreams,Sigmund Freud,"Freud, Sigmund",,"=""""","=""039300144""",3,3.56,WW Norton & Co.,Paperback,84,1980,1900,2013/10/16,2013/10/14,psychology,psychology (#1),read,,,,,,,0,,,,,
10842223,The Incal,Alejandro Jodorowsky,"Jodorowsky, Alejandro","Mœbius, Sasha Watson, Justin Kelly, Brian Michael Bendis","=""1594650152""","=""9781594650154""",3,4.23,"Humanoids, Inc.",Hardcover,307,2011,1981,2013/10/20,2013/10/14,"comix, library","comix (#63), library (#30)",read,,,,,,,0,,,,,
16175936,Just Business: Multinational Corporations and Human Rights,John Ruggie,"Ruggie, John",,"=""0393089762""","=""9780393089769""",0,3.39,W. W. Norton & Company,ebook,304,2013,2013,,2013/10/06,"to-read, political-science","to-read (#372), political-science (#22)",to-read,,,,,,,0,,,,,
60215,"The Urth of the New Sun (The Book of the New Sun, #5)",Gene Wolfe,"Wolfe, Gene",,"=""0312863942""","=""9780312863944""",4,3.98,Orb Books,Paperback,372,1997,1987,2013/10/13,2013/10/01,scifi,scifi (#91),read,,,,,,,0,,,,,
16233761,Rewire: Digital Cosmopolitans in the Age of Connection,Ethan Zuckerman,"Zuckerman, Ethan",,"=""0393082830""","=""9780393082838""",0,3.99,W. W. Norton & Company,Hardcover,288,2013,2013,,2013/09/19,"to-read, information-studies","to-read (#371), information-studies (#60)",to-read,,,,,,,0,,,,,
2998152,JavaScript: The Good Parts,Douglas Crockford,"Crockford, Douglas",,"=""0596517742""","=""9780596517748""",5,4.23,O′Reilly,Paperback,153,2008,2008,2013/09/18,2013/09/12,software-development,software-development (#10),read,,,,,,,0,,,,,
40995,Sword & Citadel (The Book of the New Sun #3-4),Gene Wolfe,"Wolfe, Gene",,"=""0312890184""","=""9780312890186""",5,4.31,Orb Books,Paperback,411,1994,1994,2013/09/30,2013/09/12,scifi,scifi (#90),read,,,,,,,0,,,,,
17208457,Bleeding Edge,Thomas Pynchon,"Pynchon, Thomas",,"=""1594204233""","=""9781594204234""",0,3.55,Penguin Press,Hardcover,477,2013,2013,,2013/09/06,to-read,to-read (#368),to-read,,,,,,,0,,,,,
389709,Third Class Superhero,Charles Yu,"Yu, Charles",,"=""0156030810""","=""9780156030816""",0,3.49,Harvest Books,Paperback,173,2006,2006,,2013/08/25,to-read,to-read (#367),to-read,,,,,,,0,,,,,
17194939,Never Built Los Angeles,Greg Goldin,"Goldin, Greg","Sam Lubell, Thom Mayne","=""1935202960""","=""9781935202967""",0,4.13,Metropolis Books,Hardcover,375,2013,2013,,2013/08/23,"to-read, architecture","to-read (#366), architecture (#2)",to-read,,,,,,,0,,,,,
16157953,"Overdrive: L.A. Constructs the Future, 1940-1990",Wim de Wit,"Wit, Wim de",Christopher James Alexander,"=""1606061283""","=""9781606061282""",0,4.25,Getty Research Institute,Hardcover,320,2013,2013,,2013/08/23,"to-read, architecture","to-read (#365), architecture (#1)",to-read,,,,,,,0,,,,,
13707534,Gran Cocina Latina: The Food of Latin America,Maricel E. Presilla,"Presilla, Maricel E.",,"=""0393050696""","=""9780393050691""",0,4.23,W. W. Norton & Company,Hardcover,912,2012,2012,,2013/08/21,"to-read, food","to-read (#364), food (#7)",to-read,,,,,,,0,,,,,
13228621,Hadoop: The Definitive Guide,Tom  White,"White, Tom",,"=""1449311520""","=""9781449311520""",0,3.93,O'Reilly Media,Paperback,688,2012,2009,,2013/08/21,"software-development, abandoned","software-development (#9), abandoned (#6)",abandoned,,,,,,,0,,,,,
808945,The Chuckling Whatsit,Richard Sala,"Sala, Richard",,"=""1560972815""","=""9781560972815""",4,3.95,Fantagraphics Books,Paperback,200,2005,1997,2013/08/19,2013/08/19,library,library (#31),read,,,,,,,0,,,,,
15873076,"Love, Dishonor, Marry, Die, Cherish, Perish",David Rakoff,"Rakoff, David",,"=""""","=""""",0,3.92,Doubleday,Kindle Edition,128,2013,2013,,2013/08/16,to-read,to-read (#363),to-read,,,,,,,0,,,,,
9006,"Don't Get Too Comfortable: The Indignities of Coach Class, The Torments of Low Thread Count, The Never-Ending Quest for Artisanal Olive Oil, and Other First World Problems",David Rakoff,"Rakoff, David",,"=""0767916034""","=""9780767916035""",0,3.71,Broadway Books,Paperback,222,2006,2005,,2013/08/16,to-read,to-read (#362),to-read,,,,,,,0,,,,,
12172226,Goliath,Tom Gauld,"Gauld, Tom",,"=""1770460659""","=""9781770460652""",3,3.92,Drawn and Quarterly,Hardcover,96,2012,2012,2013/08/15,2013/08/15,"comix, library","comix (#62), library (#32)",read,,,,,,,0,,,,,
13227480,Get Jiro!,Anthony Bourdain,"Bourdain, Anthony","Joel Rose, Langdon Foss","=""1401228275""","=""9781401228279""",2,3.43,Vertigo,Hardcover,160,2012,2012,2013/08/14,2013/08/15,"comix, food, library","comix (#61), food (#6), library (#33)",read,"The artwork is nice, but the story is poorly developed.",,,,,,0,,,,,
40992,Shadow & Claw (The Book of the New Sun #1-2),Gene Wolfe,"Wolfe, Gene",,"=""0312890176""","=""9780312890179""",5,4.04,Orb Books,Paperback,413,1994,1994,2013/09/11,2013/08/12,scifi,scifi (#89),read,,,,,,,0,,,,,
8571725,Web Operations: Keeping the Data on Time,John Allspaw,"Allspaw, John",Jesse Robbins,"=""1449377440""","=""9781449377441""",0,4.11,O'Reilly Media,Paperback,338,2010,2010,,2013/08/01,"software-development, to-read","software-development (#7), to-read (#606)",to-read,,,,,,,0,,,,,
112863,Building Scalable Web Sites,Cal Henderson,"Henderson, Cal",,"=""0596102356""","=""9780596102357""",4,3.72,O'Reilly Media,Paperback,352,2006,2006,2013/07/26,2013/08/01,software-development,software-development (#6),read,,,,,,,0,,,,,
17084113,Effective Monitoring and Alerting: For Web Operations,Slawek Ligus,"Ligus, Slawek",,"=""1449333486""","=""9781449333485""",0,3.75,O'Reilly Media,ebook,166,2012,2012,,2013/08/01,"to-read, software-development","to-read (#361), software-development (#8)",to-read,,,,,,,0,,,,,
