Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
430788,Goblin Market,Christina Rossetti,"Rossetti, Christina","Dante Gabriel Rossetti, William Morris, Laurence Housman, Joyce Carol Oates","=""0811816494""","=""9780811816496""",0,4.07,Chronicle Books (CA),Hardcover,70,1997,1862,,2017/04/18,to-read,to-read (#632),to-read,,,,0,,,0,,,,,
24040194,Life on the Edge: The Coming of Age of Quantum Biology,Johnjoe McFadden,"McFadden, Johnjoe",Jim Al-Khalili,"=""0307986810""","=""9780307986818""",0,4.06,Crown,Hardcover,368,2015,2014,,2017/04/08,"to-read, biology","to-read (#631), biology (#17)",to-read,,,,0,,,0,,,,,
146023,Einstein Never Used Flashcards: How Our Children Really Learn--and Why They Need to Play More and Memorize Less,Kathy Hirsh-Pasek,"Hirsh-Pasek, Kathy","Roberta Michnick Golinkoff, Diane Eyer","=""1594860688""","=""9781594860683""",0,3.91,Rodale Books,Paperback,320,2004,2003,,2017/04/08,"to-read, parenting","to-read (#630), parenting (#4)",to-read,,,,0,,,0,,,,,
9373542,Smart Parenting for Smart Kids: Nurturing Your Child's True Potential,Eileen Kennedy-Moore,"Kennedy-Moore, Eileen",Mark S. Lowenthal,"=""0470640057""","=""9780470640050""",0,3.94,Jossey-Bass,Paperback,306,2011,2011,,2017/04/08,to-read,to-read (#629),to-read,,,,0,,,0,,,,,
12393316,No Regrets Parenting: Turning Long Days and Short Years into Cherished Moments with Your Kids,Harley A. Rotbart,"Rotbart, Harley A.",,"=""1449410944""","=""9781449410940""",0,3.23,Andrews McMeel Publishing,Paperback,232,2012,2012,,2017/04/08,"to-read, parenting","to-read (#628), parenting (#3)",to-read,,,,0,,,0,,,,,
29358301,Vital Little Plans: The Short Works of Jane Jacobs,Jane Jacobs,"Jacobs, Jane","Samuel Zipp, Nathan Storring","=""0399589600""","=""9780399589607""",0,4.23,Random House,Hardcover,544,2016,2016,,2017/04/08,"to-read, urban-studies","to-read (#627), urban-studies (#8)",to-read,,,,0,,,0,,,,,
373969,The Stuff of Thought: Language as a Window into Human Nature,Steven Pinker,"Pinker, Steven",,"=""0670063274""","=""9780670063277""",0,3.89,Viking Penguin,Hardcover,499,2007,2007,,2017/04/03,"currently-reading, cognitive-science, ling","currently-reading (#4), cognitive-science (#45), ling (#14)",currently-reading,,,,0,,,0,,,,,
30134847,Waking Gods (Themis Files #2),Sylvain Neuvel,"Neuvel, Sylvain",,"=""1101886722""","=""9781101886724""",0,4.22, Del Rey,Hardcover,320,2017,2017,,2017/03/29,"to-read, scifi","to-read (#626), scifi (#158)",to-read,,,,0,,,0,,,,,
33221619,"Software Architecture for Developers: Volume 2 - Visualise, document and explore your software architecture",Simon  Brown,"Brown, Simon",,"=""""","=""""",3,3.50,Leanpub,ebook,197,2016,2015,,2017/03/24,"for-work, software-development","for-work (#8), software-development (#17)",read,,,,0,,,0,,,,,
25083866,Junk DNA: A Journey Through the Dark Matter of the Genome,Nessa Carey,"Carey, Nessa",,"=""184831826X""","=""9781848318267""",0,3.91,Icon Books,Hardcover,336,2015,2015,,2017/03/19,"currently-reading, biology, library","currently-reading (#2), biology (#16), library (#108)",currently-reading,,,,0,,,0,,,,,
12007,"Use of Weapons (Culture, #3)",Iain M. Banks,"Banks, Iain M.",,"=""185723135X""","=""9781857231359""",3,4.18,Orbit,Paperback,411,1992,1990,2017/03/24,2017/03/02,"audio-book, library, scifi","audio-book (#14), library (#107), scifi (#157)",read,,,,1,,,0,,,,,
3146953,The Mechanical Mind in History (Bradford Books),Philip Husbands,"Husbands, Philip","Owen Holland, Michael Wheeler","=""0262083779""","=""9780262083775""",0,3.33,A Bradford Book,Hardcover,472,2008,2008,,2017/02/27,"to-read, computer-science","to-read (#625), computer-science (#38)",to-read,,,,0,,,0,,,,,
30009088,Welcome to the Universe: An Astrophysical Tour,Neil deGrasse Tyson,"Tyson, Neil deGrasse","Michael A Strauss, J. Richard Gott  III","=""0691157243""","=""9780691157245""",0,4.29,Princeton University Press,Hardcover,472,2016,2016,,2017/02/18,"physics, currently-reading, library","physics (#19), currently-reading (#3), library (#109)",currently-reading,,,,0,,,0,,,,,
1070156,Nightmare Abbey; Crotchet Castle,Thomas Love Peacock,"Peacock, Thomas Love",,"=""0140430458""","=""9780140430455""",0,3.48,Penguin Classics,Paperback,288,1982,1830,,2017/02/10,to-read,to-read (#624),to-read,,,,0,,,0,,,,,
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark  Manson,"Manson, Mark",,"=""006245773X""","=""9780062457738""",0,4.04,HarperOne,Edición Kindle,229,2016,2016,,2017/02/10,"to-read, psychology, philosophy","to-read (#623), psychology (#3), philosophy (#42)",to-read,,,,0,,,0,,,,,
127228,Responsibility and Judgment,Hannah Arendt,"Arendt, Hannah",,"=""0805211624""","=""9780805211627""",0,4.26,Schocken Books,Paperback,295,2005,2003,,2017/02/10,"to-read, philosophy","to-read (#622), philosophy (#41)",to-read,,,,0,,,0,,,,,
32075463,The Rise and Fall of D.O.D.O.,Neal Stephenson,"Stephenson, Neal",Nicole Galland,"=""0062409174""","=""9780062409171""",0,4.03,William Morrow,ebook,768,2017,2017,,2017/02/07,"to-read, scifi","to-read (#621), scifi (#156)",to-read,,,,0,,,0,,,,,
18630,"The Player of Games (Culture, #2)",Iain M. Banks,"Banks, Iain M.",,"=""0061053562""","=""9780061053566""",4,4.26,HarperPrism,Paperback,293,1997,1988,2017/02/21,2017/02/07,"scifi, audio-book","scifi (#155), audio-book (#13)",read,,,,1,,,0,,,,,
25451264,"Death's End (Remembrance of Earth’s Past, #3)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377101""","=""9780765377104""",5,4.48,TOR,Hardcover,604,2016,2010,2017/02/25,2017/02/07,"chinese, scifi","chinese (#11), scifi (#154)",read,,,,1,,,0,,,,,
8248700,The Agile Samurai: How Agile Masters Deliver Great Software,Jonathan Rasmusson,"Rasmusson, Jonathan",,"=""""","=""""",4,3.93,The Pragmatic Programmers,ebook,267,2010,2010,2017/01/08,2017/01/08,"software-development, for-work","software-development (#16), for-work (#7)",read,A very nice guide to agile principles and techniques that doesn't prescribe dogmatic adherence to the practices of an particular methodology like Scrum or XP.,,,,,,0,,,,,
13594148,The Master and his Emissary: The Divided Brain and the Making of the Western World,Iain McGilchrist,"McGilchrist, Iain",,"=""0300188374""","=""9780300188370""",0,4.27,Yale University Press,Paperback,534,2012,2009,,2016/12/27,to-read,to-read (#620),to-read,,,,,,,0,,,,,
23460922,Machines of Loving Grace: The Quest for Common Ground Between Humans and Robots,John Markoff,"Markoff, John",,"=""0062266683""","=""9780062266682""",0,3.59,Ecco,Hardcover,400,2015,2015,,2016/12/27,to-read,to-read (#619),to-read,,,,,,,0,,,,,
29470576,The Kingdom of Speech,Tom Wolfe,"Wolfe, Tom",,"=""1911214195""","=""9781911214199""",0,3.47,Jonathan Cape,Hardcover,160,2016,,,2016/12/27,"to-read, cognitive-science","to-read (#618), cognitive-science (#44)",to-read,,,,,,,0,,,,,
129561,"A Test of Wills (Inspector Ian Rutledge, #1)",Charles Todd,"Todd, Charles",,"=""0061242845""","=""9780061242847""",0,3.89,Harper,Paperback,305,2006,1994,,2016/12/26,"to-read, mystery","to-read (#617), mystery (#8)",to-read,,,,,,,0,,,,,
25602743,"Effective Devops: Building a Culture of Collaboration, Affinity, and Tooling at Scale",Jennifer       Davis,"Davis, Jennifer",Katherine  Daniels,"=""1491926309""","=""9781491926307""",0,3.42,O'Reilly,Paperback,410,2015,2015,,2016/12/17,"for-work, software-development, to-read","for-work (#6), software-development (#15), to-read (#634)",to-read,,,,0,,,0,,,,,
28220673,The Traitor Baru Cormorant,Seth Dickinson,"Dickinson, Seth",Diana Pho,"=""0765380730""","=""9780765380739""",0,4.04,Tor Books,Paperback,400,2016,2015,,2016/12/13,to-read,to-read (#616),to-read,,,,,,,0,,,,,
15811496,Cooked: A Natural History of Transformation,Michael Pollan,"Pollan, Michael",,"=""1594204217""","=""9781594204210""",0,3.98,The Penguin Press HC,Hardcover,468,2013,2013,,2016/12/02,"to-read, food","to-read (#615), food (#8)",to-read,,,,,,,0,,,,,
357312,Cognition in the Wild (Bradford Books),Edwin Hutchins,"Hutchins, Edwin",,"=""0262581469""","=""9780262581462""",0,4.20,Bradford Books,Paperback,408,1996,1995,,2016/11/19,"to-read, cognitive-science","to-read (#614), cognitive-science (#43)",to-read,,,,,,,0,,,,,
54666,What's the Matter with Kansas? How Conservatives Won the Heart of America,Thomas Frank,"Frank, Thomas",,"=""080507774X""","=""9780805077742""",0,3.83,Holt Paperbacks,Paperback,332,2005,2004,,2016/11/19,"to-read, political-science","to-read (#613), political-science (#32)",to-read,,,,,,,0,,,,,
25893768,"The Money Cult: Capitalism, Christianity, and the Unmaking of the American Dream",Chris  Lehmann,"Lehmann, Chris",,"=""1612195083""","=""9781612195087""",0,3.70,Melville House Publishing,Hardcover,368,2016,2016,,2016/11/19,"to-read, economics, political-science","to-read (#612), economics (#24), political-science (#31)",to-read,,,,,,,0,,,,,
25666062,"Listen, Liberal: Or, What Ever Happened to the Party of the People",Thomas Frank,"Frank, Thomas",,"=""1627795391""","=""9781627795395""",0,4.15,Metropolitan Books,Hardcover,320,2016,2016,,2016/11/19,"to-read, political-science","to-read (#611), political-science (#30)",to-read,,,,,,,0,,,,,
17286921,The Future We Want: Radical Ideas for the New Century,Sarah   Leonard,"Leonard, Sarah",Bhaskar Sunkara,"=""0805098291""","=""9780805098297""",0,3.97,Metropolitan Books,Paperback,208,2016,2013,,2016/11/19,"to-read, political-science","to-read (#610), political-science (#29)",to-read,,,,,,,0,,,,,
102748,Rules for Radicals: A Pragmatic Primer for Realistic Radicals,Saul D. Alinsky,"Alinsky, Saul D.",,"=""0679721134""","=""9780679721130""",0,3.79,Vintage,Paperback,196,1989,1969,,2016/11/19,"to-read, political-science","to-read (#609), political-science (#28)",to-read,,,,,,,0,,,,,
22929518,Give Us the Ballot: The Modern Struggle for Voting Rights in America,Ari Berman,"Berman, Ari",,"=""0374158274""","=""9780374158279""",0,4.42,"Farrar, Straus and Giroux",Hardcover,384,2015,2015,,2016/11/19,"to-read, political-science","to-read (#608), political-science (#27)",to-read,,,,,,,0,,,,,
277658,The Pattern on the Stone (Science Masters),W. Daniel Hillis,"Hillis, W. Daniel",,"=""046502596X""","=""9780465025961""",0,3.98,Basic Books,Paperback,176,1999,1998,,2016/11/09,to-read,to-read (#607),to-read,,,,,,,0,,,,,
9850443,The Sisters Brothers,Patrick deWitt,"deWitt, Patrick",,"=""0062041266""","=""9780062041265""",4,3.83,Ecco,Hardcover,328,2011,2011,2016/11/22,2016/11/08,audio-book,audio-book (#11),read,,,,,,,0,,,,,
25733990,"Sleeping Giants (Themis Files, #1)",Sylvain Neuvel,"Neuvel, Sylvain",,"=""1101886692""","=""9781101886694""",3,3.83,Del Rey,Hardcover,304,2016,2016,2016/11/07,2016/10/31,"audio-book, scifi, library","audio-book (#7), scifi (#153), library (#89)",read,,,,,,,0,,,,,
14433012,"Mayo Clinic Guide to Your Baby's First Year: From Doctors Who Are Parents, Too!",Mayo Clinic,"Clinic, Mayo",,"=""1561487503""","=""9781561487509""",5,4.24,Da Capo Lifelong Books,Paperback,576,2012,2012,2016/11/01,2016/10/29,parenting,parenting (#2),read,,,,,,,0,,,,,
19196132,Welcome to Your Child's Brain,Sam Wang,"Wang, Sam",Sandra Aamodt,"=""""","=""""",0,4.00,Bloomsbury USA,Kindle Edition,336,2011,2011,,2016/10/29,"parenting, to-read","parenting (#1), to-read (#633)",to-read,,,,0,,,0,,,,,
13538873,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan,"Sloan, Robin",,"=""0374214913""","=""9780374214913""",2,3.75,"Farrar, Straus and Giroux",Hardcover,288,2012,2012,2016/10/28,2016/10/26,"audio-book, library","audio-book (#6), library (#90)",read,,,,,,,0,,,,,
26795307,Moonglow,Michael Chabon,"Chabon, Michael",,"=""0062225553""","=""9780062225559""",0,3.94,Harper,Hardcover,430,2016,2016,,2016/10/25,to-read,to-read (#604),to-read,,,,,,,0,,,,,
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,"Pirsig, Robert M.",,"=""0060589469""","=""9780060589462""",0,3.75,HarperTorch,Mass Market Paperback,540,2006,1974,,2016/10/22,"currently-reading, philosophy","currently-reading (#1), philosophy (#40)",currently-reading,,,,,,,0,,,,,
10505,History of Beauty,Umberto Eco,"Eco, Umberto","Girolamo De Michele, Alastair McEwen","=""0847826465""","=""9780847826469""",0,3.77,Rizzoli,Hardcover,432,2004,2004,,2016/10/20,to-read,to-read (#603),to-read,,,,,,,0,,,,,
1779926,Human-Machine Reconfigurations: Plans and Situated Actions,Lucy Suchman,"Suchman, Lucy",,"=""052167588X""","=""9780521675888""",0,3.51,Cambridge University Press,Paperback,314,2007,2006,,2016/10/18,"to-read, computer-science","to-read (#602), computer-science (#37)",to-read,,,,,,,0,,,,,
189612,Historical Consciousness: The Remembered Past,John Lukacs,"Lukacs, John",,"=""156000732X""","=""9781560007326""",0,4.59,Transaction Publishers,Paperback,411,2006,1985,,2016/10/10,"to-read, history","to-read (#601), history (#18)",to-read,,,,,,,0,,,,,
28587584,Time Travel: A History,James Gleick,"Gleick, James",,"=""0307908801""","=""9780307908803""",0,3.62,Pantheon,ebook,304,2016,2016,,2016/10/08,"to-read, physics","to-read (#600), physics (#18)",to-read,,,,,,,0,,,,,
823,"Quicksilver (The Baroque Cycle, #1)",Neal Stephenson,"Stephenson, Neal",,"=""0060593083""","=""9780060593087""",4,3.92,Harper Perennial,Paperback,927,2004,2003,2016/10/15,2016/10/01,"audio-book, library","audio-book (#8), library (#91)",read,,,,,,,0,,,,,
23168817,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""076537708X""","=""9780765377081""",5,4.38,Tor Books,Hardcover,512,2015,2008,2016/10/17,2016/09/24,scifi,scifi (#152),read,,,,,,,0,,,,,
104342,"Grass (Arbai, #1)",Sheri S. Tepper,"Tepper, Sheri S.",,"=""1857987985""","=""9781857987980""",0,4.04,Gollancz,Paperback,544,2002,1989,,2016/09/10,"to-read, scifi","to-read (#599), scifi (#151)",to-read,,,,,,,0,,,,,
24985,Bellwether,Connie Willis,"Willis, Connie",,"=""0553562967""","=""9780553562965""",0,3.92,Spectra,Paperback,248,1997,1996,,2016/09/01,"audio-book, abandoned","audio-book (#3), abandoned (#11)",abandoned,,,,,,,0,,,,,
20706284,Ancillary Sword (Imperial Radch #2),Ann Leckie,"Leckie, Ann",,"=""0316246654""","=""9780316246651""",4,4.03,Orbit,Paperback,356,2014,2014,2016/08/29,2016/08/30,"scifi, audio-book, library","scifi (#149), audio-book (#2), library (#95)",read,,,,,,,0,,,,,
23533039,Ancillary Mercy (Imperial Radch #3),Ann Leckie,"Leckie, Ann",,"=""0356502422""","=""9780356502427""",5,4.20,Orbit,Paperback,330,2015,2015,2016/09/14,2016/08/27,"scifi, audio-book, library","scifi (#150), audio-book (#9), library (#93)",read,,,,,,,0,,,,,
7273142,The Living Soil (Soil Association Organic Classics),Evelyn Barbara Balfour,"Balfour, Evelyn Barbara",Lady Eve Balfour,"=""190466508X""","=""9781904665083""",0,4.00,Soil Association Ltd,Paperback,296,2006,1975,,2016/08/21,to-read,to-read (#597),to-read,,,,,,,0,,,,,
29396738,"Monstress, Vol. 1: Awakening",Marjorie M. Liu,"Liu, Marjorie M.","Sana Takeda, Rus Wooton","=""1632157098""","=""9781632157096""",2,4.03,Image Comics,Paperback,202,2016,2015,2016/09/08,2016/08/20,"comix, library","comix (#124), library (#94)",read,,,,,,,0,,,,,
13069874,Jerusalem,Alan Moore,"Moore, Alan",,"=""1631491342""","=""9781631491344""",0,3.98,Liveright Publishing Corporation,Hardcover,1280,2016,2016,,2016/08/20,to-read,to-read (#596),to-read,,,,,,,0,,,,,
256853,Norton Psychology Reader,Gary F. Marcus,"Marcus, Gary F.",,"=""0393927121""","=""9780393927122""",0,3.95,W. W. Norton & Company,Paperback,390,2005,2005,,2016/08/04,"to-read, cognitive-science","to-read (#595), cognitive-science (#42)",to-read,,,,,,,0,,,,,
2652751,Kluge: The Haphazard Construction of the Human Mind,Gary F. Marcus,"Marcus, Gary F.",,"=""0618879641""","=""9780618879649""",0,3.78,Houghton Mifflin Harcourt,Hardcover,224,2008,2008,,2016/08/04,"to-read, cognitive-science","to-read (#594), cognitive-science (#41)",to-read,,,,,,,0,,,,,
331680,Programming the Universe: A Quantum Computer Scientist Takes on the Cosmos,Seth Lloyd,"Lloyd, Seth",,"=""1400040922""","=""9781400040926""",0,3.96,Knopf,Hardcover,240,2006,2006,,2016/08/03,"to-read, computer-science, physics","to-read (#593), computer-science (#36), physics (#17)",to-read,,,,,,,0,,,,,
1866109,"The World, The Flesh, & The Devil - Fantastical Writings of Gerald Kersh, Volume 1",Gerald Kersh,"Kersh, Gerald",,"=""1553100921""","=""""",0,4.56,Ashtree Press,,252,2006,2006,,2016/07/30,"to-read, league-of-extraordinary-gentlemen","to-read (#592), league-of-extraordinary-gentlemen (#106)",to-read,,,,,,,0,,,,,
6717211,Wild in the Streets,Robert Thom,"Thom, Robert",Cynthia Weil,"=""0722184425""","=""9780722184424""",0,4.18,Pyramid Books,Paperback,128,1968,1968,,2016/07/30,"to-read, league-of-extraordinary-gentlemen","to-read (#591), league-of-extraordinary-gentlemen (#105)",to-read,,,,,,,0,,,,,
579476,"Mess Mend, Yankees In Petrograd",Marietta Shaginyan,"Shaginyan, Marietta",Samuel D. Cioran,"=""0882339710""","=""9780882339719""",0,3.69,Ardis Publishers,Hardcover,268,1991,1924,,2016/07/30,"to-read, league-of-extraordinary-gentlemen","to-read (#590), league-of-extraordinary-gentlemen (#104)",to-read,,,,,,,0,,,,,
15067244,The Ghost Pirates and Others: The Best of William Hope Hodgson,William Hope Hodgson,"Hodgson, William Hope",Jeremy Lassen,"=""159780441X""","=""9781597804417""",0,3.81,Night Shade Books,Paperback,288,2012,2012,,2016/07/30,"to-read, league-of-extraordinary-gentlemen","to-read (#589), league-of-extraordinary-gentlemen (#103)",to-read,,,,,,,0,,,,,
10428979,Worrals of the W.A.A.F.,W.E. Johns,"Johns, W.E.",,"=""""","=""""",0,4.08,Lutterworth Press,Hardcover,,1940,1940,,2016/07/29,"to-read, league-of-extraordinary-gentlemen","to-read (#588), league-of-extraordinary-gentlemen (#102)",to-read,,,,,,,0,,,,,
354620,The Blazing World and Other Writings,Margaret Cavendish,"Cavendish, Margaret",Kate Lilley,"=""0140433724""","=""9780140433722""",0,3.25,Penguin Classics,Paperback,272,1994,1666,,2016/07/29,"to-read, league-of-extraordinary-gentlemen","to-read (#587), league-of-extraordinary-gentlemen (#101)",to-read,,,,,,,0,,,,,
5810724,The Nyctalope on Mars,Jean de La Hire,"Hire, Jean de La",Brian M. Stableford,"=""1934543462""","=""9781934543467""",0,3.50,Hollywood Comics,Paperback,312,2008,1911,,2016/07/29,"to-read, league-of-extraordinary-gentlemen","to-read (#586), league-of-extraordinary-gentlemen (#100)",to-read,,,,,,,0,,,,,
788085,Trilby ,George du Maurier,"Maurier, George du",Dennis Denisoff,"=""0192833510""","=""9780192833518""",0,3.35,"Oxford University Press, USA",Paperback,368,1999,1894,,2016/07/29,to-read,to-read (#585),to-read,,,,,,,0,,,,,
12829387,Les Aventures du Roi Pausole,Pierre Louÿs,"Louÿs, Pierre",,"=""1455410292""","=""9781455410293""",0,3.62,B&R Samizdat Express,ebook,0,2011,1901,,2016/07/28,"to-read, league-of-extraordinary-gentlemen","to-read (#584), league-of-extraordinary-gentlemen (#99)",to-read,,,,,,,0,,,,,
27213168,I Contain Multitudes: The Microbes Within Us and a Grander View of Life,Ed Yong,"Yong, Ed",,"=""0062368591""","=""9780062368591""",0,4.22,Ecco,Hardcover,368,2016,2016,,2016/07/28,"to-read, biology","to-read (#583), biology (#15)",to-read,,,,,,,0,,,,,
195427,Smarra & Trilby,Charles Nodier,"Nodier, Charles","John Clute, Judith Landry","=""0946626790""","=""9780946626793""",0,4.17,Dedalus,Paperback,100,1994,1994,,2016/07/27,"to-read, league-of-extraordinary-gentlemen","to-read (#582), league-of-extraordinary-gentlemen (#98)",to-read,,,,,,,0,,,,,
80081,The Golden Ass,Apuleius,"Apuleius, Apuleius",Jack Lindsay,"=""0253200369""","=""9780253200365""",0,3.87,Indiana University Press,Paperback,256,1962,158,,2016/07/27,"to-read, league-of-extraordinary-gentlemen","to-read (#581), league-of-extraordinary-gentlemen (#96)",to-read,,,,,,,0,,,,,
377661,The Crock of Gold (Revised Edition),James Stephens,"Stephens, James",,"=""1406830275""","=""9781406830279""",0,4.07,Echo Library,Paperback,116,2006,1912,,2016/07/27,to-read,to-read (#580),to-read,,,,,,,0,,,,,
92780,Cold Comfort Farm,Stella Gibbons,"Gibbons, Stella","Lynne Truss, Roz Chast","=""0143039598""","=""9780143039594""",0,3.92,Penguin Classics,Paperback,233,2006,1932,,2016/07/26,"to-read, league-of-extraordinary-gentlemen","to-read (#579), league-of-extraordinary-gentlemen (#97)",to-read,,,,,,,0,,,,,
472062,"Testament, Vol. 1: Akedah",Douglas Rushkoff,"Rushkoff, Douglas",Liam Sharp,"=""1401210635""","=""9781401210632""",2,3.27,Vertigo,Paperback,128,2006,2006,2016/07/25,2016/07/25,comix,comix (#123),read,,,,,,,0,,,,,
13594590,The Nao of Brown,Glyn Dillon,"Dillon, Glyn",,"=""1906838429""","=""9781906838423""",5,4.03,Harry N. Abrams,Hardcover,204,2012,2012,2016/07/25,2016/07/25,comix,comix (#122),read,,,,,,,0,,,,,
2032873,The Blot,Tom Neely,"Neely, Tom",,"=""""","=""9780974271583""",4,4.06,Tom Neely / I Will Destroy You,paperback,180,2007,2007,2016/07/24,2016/07/25,comix,comix (#121),read,,,,,,,0,,,,,
24298667,The Life After Vol. 1,Joshua Hale Fialkov,"Fialkov, Joshua Hale",Gabo,"=""""","=""""",2,3.78,Oni Press,Paperback,160,2015,2015,2016/07/09,2016/07/23,comix,comix (#120),read,,,,,,,0,,,,,
28762822,"The Humans, Volume 2: Humans Till Deth",Keenan Marshall Keller,"Keller, Keenan Marshall",Tom Neely,"=""1632157659""","=""9781632157652""",4,4.13,Image Comics,Paperback,176,2016,,2016/07/23,2016/07/23,comix,comix (#119),read,,,,,,,0,,,,,
29746976,Make Your Own Neural Network,Tariq Rashid,"Rashid, Tariq",,"=""""","=""""",0,4.36,,Kindle Edition,252,2016,,,2016/07/13,"to-read, computer-science, for-work, software-development","to-read (#578), computer-science (#35), for-work (#5), software-development (#14)",to-read,,,,,,,0,,,,,
20906790,"The Bunker, Vol. 1 (The Bunker #1-4)",Joshua Hale Fialkov,"Fialkov, Joshua Hale",Joe Infurnari,"=""1620101645""","=""9781620101643""",3,3.55,Oni Press,Paperback,128,2014,2014,,2016/07/12,comix,comix (#118),read,,,,,,,0,,,,,
26057437,After Nature: A Politics for the Anthropocene,Jedediah Purdy,"Purdy, Jedediah",,"=""0674368223""","=""9780674368224""",0,3.78,Harvard University Press,Hardcover,336,2015,2015,,2016/07/07,to-read,to-read (#577),to-read,,,,,,,0,,,,,
17938417,To Be or Not To Be: A Chooseable-Path Adventure,Ryan North,"North, Ryan",William Shakespeare,"=""0982853742""","=""9780982853740""",0,4.08,Breadpig,Paperback,768,2013,2013,,2016/06/22,to-read,to-read (#576),to-read,,,,,,,0,,,,,
27209455,Romeo and/or Juliet: A Chooseable-Path Adventure,Ryan North,"North, Ryan",,"=""1101983302""","=""9781101983300""",0,4.05,Riverhead Books,Paperback,400,2016,2016,,2016/06/22,to-read,to-read (#575),to-read,,,,,,,0,,,,,
14498307,Adventure Time Vol. 1,Ryan North,"North, Ryan","Braden Lamb, Shelli Paroline","=""1608862801""","=""9781608862801""",0,4.29,KaBOOM!,Paperback,128,2012,2011,,2016/06/22,"to-read, comix","to-read (#574), comix (#117)",to-read,,,,,,,0,,,,,
600349,Dangerous Visions,Harlan Ellison,"Ellison, Harlan","Michael Moorcock, Isaac Asimov, Lester del Rey, Robert Silverberg, Frederik Pohl, Philip José Farmer, Miriam Allen DeFord, Robert Bloch, Brian W. Aldiss, Howard Rodman, Philip K. Dick, Larry Niven, Fritz Leiber, Joe L. Hensley, Poul Anderson, David R. Bunch, James Cross, Carol Emshwiller, Damon Knight, Theodore Sturgeon, Larry Eisenberg, Henry Slesar, Sonya Dorman, John T. Sladek, Jonathan Brand, Kris Neville, R.A. Lafferty, J.G. Ballard, John Brunner, Keith Laumer, Norman Spinrad, Roger Zelazny, Samuel R. Delany","=""0743452615""","=""9780743452618""",2,4.20,iBooks,Paperback,592,2002,1967,2016/08/27,2016/06/17,scifi,scifi (#148),read,,,,,,,0,,,,,
20447745,Company Town,Madeline Ashby,"Ashby, Madeline",,"=""0857665367""","=""9780857665362""",0,3.60,Tor,Hardcover,285,2016,2016,,2016/06/16,"to-read, scifi","to-read (#573), scifi (#147)",to-read,,,,,,,0,,,,,
1798278,Only Lovers Left Alive,Dave Wallis,"Wallis, Dave",,"=""0218513267""","=""9780218513264""",0,3.77,Pan,Paperback,184,1966,1965,,2016/06/11,to-read,to-read (#572),to-read,,,,,,,0,,,,,
26530387,The Well-Tuned Brain: The Remedy for a Manic Society,Peter C. Whybrow,"Whybrow, Peter C.",,"=""0393353044""","=""9780393353044""",3,3.39,W. W. Norton & Company,Paperback,400,2016,2015,2016/08/30,2016/06/05,cognitive-science,cognitive-science (#40),read,,,,,,,0,,,,,
10979852,Emperor Mollusk versus The Sinister Brain,A. Lee Martinez,"Martinez, A. Lee",,"=""0316093521""","=""9780316093521""",0,3.78,Orbit,Hardcover,293,2012,2012,,2016/05/27,to-read,to-read (#571),to-read,,,,,,,0,,,,,
25666050,Algorithms to Live By: The Computer Science of Human Decisions,Brian Christian,"Christian, Brian",Tom  Griffiths,"=""1627790365""","=""9781627790369""",0,4.15,Henry Holt and Co.,Hardcover,368,2016,2016,,2016/05/14,"to-read, computer-science, cognitive-science","to-read (#570), computer-science (#34), cognitive-science (#39)",to-read,,,,,,,0,,,,,
668634,Dimension of Miracles (Dimension of Miracles #1),Robert Sheckley,"Sheckley, Robert",,"=""0441148603""","=""""",0,3.90,Ace,Paperback,214,1979,1968,,2016/05/13,"to-read, scifi","to-read (#569), scifi (#146)",to-read,,,,,,,0,,,,,
9897882,"State of Change, A: Forgotten Landscapes of California",Laura Cunningham,"Cunningham, Laura",,"=""1597141364""","=""9781597141369""",0,4.53,Heyday,Hardcover,352,2010,2010,,2016/05/12,to-read,to-read (#568),to-read,,,,,,,0,,,,,
9595,"Slapstick, or Lonesome No More!",Kurt Vonnegut,"Vonnegut, Kurt",,"=""0385334230""","=""9780385334235""",3,3.87,Dial Press,Paperback,288,1999,1976,2016/06/06,2016/05/09,,,read,,,,,,,0,,,,,
10975527,Combined and Uneven Apocalypse: Luciferian Marxism,Evan Calder Williams,"Williams, Evan Calder",,"=""1846944686""","=""9781846944680""",0,4.09,John Hunt Publishing,Paperback,261,2011,2011,,2016/05/08,to-read,to-read (#567),to-read,,,,,,,0,,,,,
